period,minute,second,play_pattern,team,player,under_pressure,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z,defenders_between
2,53,43,Regular Play,Barcelona,Ousmane Dembélé,,Left Foot,Open Play,Saved,Normal,,,,,,,96.7,58.1,117.7,40.0,1.1,1.0
2,61,48,From Throw In,Barcelona,Philippe Coutinho Correia,,Right Foot,Open Play,Post,Volley,True,,,,,,111.7,29.8,120.0,36.0,2.8,1.0
2,61,49,From Throw In,Barcelona,Luis Alberto Suárez Díaz,,Head,Open Play,Wayward,Volley,True,,,,True,,115.7,39.3,118.8,39.7,,0.0
2,63,22,From Counter,Athletic Bilbao,Raúl García Escudero,,Right Foot,Open Play,Off T,Half Volley,,,,,,,87.5,67.5,120.0,45.3,5.4,1.0
2,68,13,From Throw In,Barcelona,Ivan Rakitić,,Right Foot,Open Play,Blocked,Normal,,,,,,,96.1,30.2,97.1,30.7,,1.0
2,71,23,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Free Kick,Blocked,Normal,,,,,,,94.1,46.1,115.1,43.1,,7.0
2,72,12,Regular Play,Barcelona,Ousmane Dembélé,,Left Foot,Open Play,Blocked,Normal,True,,,,,,108.2,46.1,111.4,44.2,,2.0
2,72,14,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Blocked,Half Volley,,,,,,,106.1,52.1,109.8,49.6,,3.0
2,72,45,Regular Play,Athletic Bilbao,Yuri Berchiche Izeta,,Left Foot,Open Play,Blocked,Normal,,,,,,,101.0,26.0,103.9,27.7,,2.0
2,73,32,From Counter,Athletic Bilbao,Iñaki Williams Arthuer,1.0,Right Foot,Open Play,Blocked,Normal,,,,,,,103.3,41.1,104.1,41.1,,2.0
2,76,32,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Post,Half Volley,,,,,,,107.1,30.1,120.0,36.1,1.0,2.0
2,77,1,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Off T,Normal,,,,,,,100.5,34.3,120.0,35.1,0.9,1.0
2,83,25,From Goal Kick,Barcelona,Lionel Andrés Messi Cuccittini,1.0,Left Foot,Open Play,Saved,Normal,,,,,,,108.1,60.1,118.2,43.2,0.0,1.0
2,83,28,From Goal Kick,Barcelona,Munir El Haddadi Mohamed,,Left Foot,Open Play,Goal,Normal,True,,,,,,115.6,43.6,120.0,38.7,1.6,1.0
2,90,14,From Free Kick,Barcelona,Ivan Rakitić,,Right Foot,Open Play,Off T,Half Volley,,,,True,,,110.1,34.1,120.0,37.0,3.6,1.0
1,1,18,From Corner,Valencia,Ezequiel Marcelo Garay,,Right Foot,Open Play,Goal,Normal,True,,,,True,,119.1,42.6,120.0,42.9,0.1,0.0
1,5,14,Regular Play,Valencia,Michy Batshuayi Tunga,,Left Foot,Open Play,Saved,Normal,,,,,,,106.8,28.1,118.6,39.3,0.0,2.0
1,6,3,From Corner,Valencia,Geoffrey Kondogbia,,Left Foot,Open Play,Off T,Normal,,,,,,,97.9,45.5,120.0,35.0,0.8,2.0
1,11,48,From Free Kick,Valencia,Michy Batshuayi Tunga,,Right Foot,Open Play,Saved,Normal,True,,,,,,97.7,40.3,118.5,41.3,0.2,1.0
1,18,0,Regular Play,Barcelona,Luis Alberto Suárez Díaz,1.0,Right Foot,Open Play,Off T,Lob,,,,,,,76.9,78.5,120.0,51.2,4.5,1.0
1,20,30,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,1.0,Left Foot,Open Play,Saved,Normal,,,,,,,96.5,48.6,118.1,39.1,0.5,2.0
1,22,45,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Goal,Normal,True,,,,,,96.4,40.4,120.0,43.1,0.0,1.0
1,38,19,Regular Play,Valencia,Denis Cheryshev,,Right Foot,Open Play,Blocked,Normal,True,,,,,,110.0,39.0,112.6,38.7,,2.0
1,38,22,Regular Play,Valencia,José Luis Gayá Peña,,Left Foot,Open Play,Off T,Normal,True,,,,,,110.2,22.1,120.0,49.0,1.0,2.0
1,44,31,Regular Play,Barcelona,Jordi Alba Ramos,,Right Foot,Open Play,Blocked,Normal,,,,,,,102.7,28.6,105.6,30.6,,2.0
2,47,1,Regular Play,Valencia,Denis Cheryshev,,Left Foot,Open Play,Off T,Normal,,,,,,,100.0,37.4,120.0,44.1,3.8,2.0
2,49,41,From Corner,Barcelona,Philippe Coutinho Correia,,Right Foot,Open Play,Saved,Normal,,,,,,,102.2,23.6,118.4,39.7,0.4,1.0
2,54,13,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Saved,Normal,,,,,,,115.0,27.0,118.6,37.0,0.6000000000000001,1.0
2,56,1,From Corner,Valencia,Daniel Parejo Muñoz,,Right Foot,Open Play,Off T,Half Volley,,,,,,,96.1,21.8,120.0,47.6,1.6,2.0
2,56,48,From Counter,Valencia,Michy Batshuayi Tunga,,Left Foot,Open Play,Blocked,Normal,True,,,,,,97.1,37.7,105.8,36.9,,1.0
2,60,32,Regular Play,Valencia,Kevin Gameiro,1.0,Right Foot,Open Play,Off T,Normal,,,,True,,,109.2,56.9,120.0,46.2,3.4,1.0
2,71,43,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Free Kick,Off T,Normal,,,,,,,90.0,50.6,120.0,38.0,3.5,3.0
2,72,48,Regular Play,Barcelona,Luis Alberto Suárez Díaz,,Right Foot,Open Play,Blocked,Normal,,,,,,,101.6,22.9,103.0,24.0,,2.0
2,79,46,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,,Right Foot,Open Play,Off T,Normal,,,,,,,110.3,29.9,120.0,35.2,0.2,3.0
2,85,55,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Right Foot,Open Play,Saved,Normal,,,,,,,99.3,32.5,118.6,39.2,0.1,2.0
1,2,0,From Free Kick,Barcelona,Philippe Coutinho Correia,1.0,Right Foot,Open Play,Goal,Normal,True,,,,,,105.0,35.0,120.0,43.4,2.2,1.0
1,3,11,From Kick Off,Sevilla,Franco Damián Vázquez,1.0,Left Foot,Open Play,Blocked,Normal,,,,,,,92.2,28.6,102.2,29.9,,1.0
1,5,44,Regular Play,Sevilla,Guilherme Antonio Arana Lopes,,Left Foot,Open Play,Post,Normal,,,,,,,99.4,26.3,120.0,44.1,0.2,1.0
1,8,54,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,1.0,Left Foot,Open Play,Blocked,Normal,True,,,,,,114.0,29.0,117.0,35.0,,2.0
1,10,57,From Free Kick,Sevilla,Simon Thorup Kjær,1.0,Head,Open Play,Off T,Normal,,,,,,,105.1,45.1,120.0,30.4,2.1,2.0
1,12,1,From Counter,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Goal,Normal,,,,,,,101.0,47.7,120.0,36.6,0.2,1.0
1,14,36,From Corner,Sevilla,Wissam Ben Yedder,,Head,Open Play,Off T,Normal,,,,,,,111.0,53.7,120.0,42.9,4.4,1.0
1,23,27,Regular Play,Barcelona,Ivan Rakitić,,Right Foot,Open Play,Off T,Normal,,,,,,,85.0,51.0,120.0,48.8,5.2,1.0
1,28,32,From Goal Kick,Sevilla,Franco Damián Vázquez,,Head,Open Play,Saved,Normal,,,,,,,108.1,35.6,118.6,37.7,0.5,2.0
1,35,55,From Free Kick,Barcelona,Philippe Coutinho Correia,,Right Foot,Open Play,Off T,Normal,True,,,,,,94.0,32.0,120.0,46.3,3.5,2.0
1,37,35,From Counter,Barcelona,Ousmane Dembélé,,Left Foot,Open Play,Off T,Normal,,,,,,,111.0,26.0,120.0,49.7,0.30000000000000004,1.0
1,41,6,From Free Kick,Barcelona,Nélson Cabral Semedo,,Right Foot,Open Play,Off T,Normal,,,,,,,111.3,53.5,120.0,45.1,2.0,1.0
1,42,35,From Corner,Sevilla,Daniel Filipe Martins Carriço,,Head,Open Play,Off T,Normal,,,,,,,114.1,33.1,120.0,41.0,3.6,1.0
1,44,38,Regular Play,Barcelona,Luis Alberto Suárez Díaz,,Right Foot,Open Play,Saved,Normal,True,,,,,,101.0,42.2,117.5,41.6,0.2,2.0
1,45,14,Regular Play,Sevilla,Pablo Sarabia García,,Left Foot,Open Play,Off T,Normal,True,,,,,,113.6,47.9,120.0,44.5,0.2,1.0
1,47,5,Regular Play,Barcelona,Ivan Rakitić,,Right Foot,Open Play,Saved,Lob,True,,,,,,109.0,51.0,114.2,46.6,1.8,1.0
2,51,19,Regular Play,Barcelona,Philippe Coutinho Correia,,Right Foot,Open Play,Saved,Normal,,,,,,,100.1,18.1,118.4,38.3,0.9,1.0
2,53,38,From Counter,Barcelona,Luis Alberto Suárez Díaz,,Right Foot,Open Play,Post,Normal,,,,,,,90.1,38.1,120.0,36.1,1.0,2.0
2,55,58,Regular Play,Sevilla,Pablo Sarabia García,,Right Foot,Open Play,Off T,Lob,True,,,,,,115.7,50.2,120.0,41.2,5.0,1.0
2,57,16,Regular Play,Barcelona,Luis Alberto Suárez Díaz,,Right Foot,Open Play,Blocked,Normal,,,,,,,105.1,51.1,107.1,50.1,,2.0
2,57,19,Regular Play,Barcelona,Luis Alberto Suárez Díaz,1.0,Right Foot,Open Play,Off T,Half Volley,,,,True,,,111.2,49.3,120.0,20.6,0.2,1.0
2,60,20,Regular Play,Sevilla,André Miguel Valente Silva,,Head,Open Play,Saved,Normal,,,,,,,109.3,39.2,119.3,37.5,2.2,1.0
2,60,23,Regular Play,Sevilla,Franco Damián Vázquez,,Left Foot,Open Play,Saved,Half Volley,True,,,,,,115.0,33.0,118.0,36.0,0.4,1.0
2,60,41,Regular Play,Barcelona,Luis Alberto Suárez Díaz,,Right Foot,Open Play,Off T,Normal,,,,,,,109.5,55.1,120.0,42.2,4.6,1.0
2,62,21,Other,Barcelona,Luis Alberto Suárez Díaz,,Right Foot,Penalty,Goal,Normal,,,,,,,108.1,40.1,120.0,37.2,0.2,0.0
2,65,17,Regular Play,Sevilla,Wissam Ben Yedder,,Right Foot,Open Play,Wayward,Normal,True,,,,,,108.0,46.0,110.0,45.0,,1.0
2,66,36,From Counter,Sevilla,Wissam Ben Yedder,,Right Foot,Open Play,Off T,Normal,,,,,,,108.2,53.2,120.0,32.2,0.2,1.0
2,68,5,From Throw In,Barcelona,Ivan Rakitić,,Left Foot,Open Play,Off T,Normal,,,,,,,100.1,33.1,120.0,34.1,6.2,2.0
2,71,27,From Throw In,Barcelona,Philippe Coutinho Correia,,Left Foot,Open Play,Blocked,Normal,,,,,,,110.1,25.1,110.6,25.9,,2.0
2,71,54,From Corner,Barcelona,Clément Lenglet,1.0,Head,Open Play,Off T,Normal,,,,,,,112.9,38.0,120.0,47.1,1.5,1.0
2,72,39,Regular Play,Barcelona,Luis Alberto Suárez Díaz,,Right Foot,Open Play,Saved,Normal,True,,,,,,101.8,38.6,117.8,42.1,0.2,2.0
2,73,46,From Throw In,Barcelona,Ousmane Dembélé,,Left Foot,Open Play,Blocked,Half Volley,,,,,,,108.1,51.1,109.2,50.0,,2.0
2,78,29,Regular Play,Sevilla,Pablo Sarabia García,,Left Foot,Open Play,Blocked,Normal,,,,,,,97.0,55.1,108.3,47.2,,3.0
2,82,44,From Free Kick,Barcelona,Philippe Coutinho Correia,,Right Foot,Free Kick,Saved,Normal,,True,,,,,86.5,44.2,119.1,42.1,0.5,4.0
2,84,50,From Keeper,Sevilla,Luis Fernando Muriel Fruto,,Right Foot,Open Play,Off T,Normal,,,,,,,100.1,29.8,120.0,40.4,4.1,2.0
2,85,17,From Counter,Sevilla,Pablo Sarabia García,,Left Foot,Open Play,Saved,Normal,,,,,,,103.2,39.0,116.7,41.4,0.9,1.0
2,85,19,From Counter,Sevilla,Wissam Ben Yedder,,Right Foot,Open Play,Saved,Half Volley,True,,,,,,114.1,49.1,117.1,43.7,0.6000000000000001,0.0
2,85,27,From Counter,Sevilla,Éver Maximiliano David Banega,,Right Foot,Open Play,Blocked,Normal,,,,,,,104.0,52.0,107.0,50.0,,2.0
2,85,41,From Counter,Sevilla,Roque Mesa Quevedo,,Right Foot,Open Play,Blocked,Normal,True,,,,,,104.0,45.0,104.9,44.9,,2.0
2,87,43,From Free Kick,Barcelona,Ivan Rakitić,,Right Foot,Open Play,Goal,Half Volley,True,,,,,,104.1,58.1,120.0,36.7,0.4,2.0
2,90,7,From Counter,Sevilla,Luis Fernando Muriel Fruto,,Right Foot,Open Play,Goal,Normal,True,,,,,,103.3,28.7,120.0,43.4,0.6000000000000001,1.0
2,91,27,Regular Play,Barcelona,Munir El Haddadi Mohamed,,Left Foot,Open Play,Blocked,Normal,True,,,,,,105.1,33.1,107.7,34.3,,2.0
1,0,45,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,1.0,Left Foot,Open Play,Wayward,Normal,True,,,,,,113.0,33.8,107.7,77.8,,2.0
1,1,52,Regular Play,Barcelona,Sergio Busquets i Burgos,,Left Foot,Open Play,Off T,Normal,True,,,,,,100.7,36.6,120.0,30.8,3.1,3.0
1,2,22,Regular Play,Barcelona,Luis Alberto Suárez Díaz,,Left Foot,Open Play,Blocked,Half Volley,True,,,,,,104.3,32.5,107.4,33.3,,2.0
1,4,25,From Corner,Real Betis,Lorenzo Jesús Morón García,,Right Foot,Open Play,Off T,Normal,True,,,,,,117.4,30.6,120.0,32.0,0.2,1.0
1,5,6,From Goal Kick,Barcelona,Malcom Filipe Silva de Oliveira,,Left Foot,Open Play,Off T,Normal,,,,,,,106.7,20.1,120.0,33.4,2.4,1.0
1,5,52,From Goal Kick,Real Betis,Joaquín Sánchez Rodríguez,,Right Foot,Open Play,Off T,Volley,True,,,,,,109.3,39.7,120.0,38.3,5.0,1.0
1,11,47,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Blocked,Normal,,,,,,,106.6,26.7,107.9,27.7,,1.0
1,19,16,Regular Play,Real Betis,Héctor Junior Firpo Adames,,Right Foot,Open Play,Goal,Normal,,,,,,,108.6,28.8,120.0,37.2,0.2,1.0
1,22,15,Regular Play,Real Betis,Lorenzo Jesús Morón García,,Right Foot,Open Play,Saved,Normal,,,,,,,101.3,30.5,118.7,37.6,0.7000000000000001,2.0
1,24,48,From Free Kick,Barcelona,Clément Lenglet,,Left Foot,Open Play,Saved,Volley,True,,,,,,113.3,44.9,118.9,40.6,2.0,1.0
1,26,57,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Free Kick,Blocked,Normal,,,,,,,87.9,41.5,97.5,40.9,,5.0
1,29,57,From Throw In,Real Betis,Cristian Tello Herrera,,Left Foot,Open Play,Saved,Normal,,,,,,,107.5,50.2,118.4,44.0,0.30000000000000004,1.0
1,33,29,From Throw In,Real Betis,Joaquín Sánchez Rodríguez,,Right Foot,Open Play,Goal,Half Volley,True,,,,,,110.3,40.1,120.0,37.8,0.4,1.0
1,39,5,Regular Play,Real Betis,Lorenzo Jesús Morón García,,Right Foot,Open Play,Off T,Normal,,,,,,,99.5,50.6,120.0,33.8,0.2,1.0
1,41,47,Regular Play,Barcelona,Luis Alberto Suárez Díaz,,Right Foot,Open Play,Off T,Half Volley,True,,,,,,104.5,48.0,120.0,39.8,4.2,1.0
1,46,22,From Corner,Real Betis,Lorenzo Jesús Morón García,1.0,Head,Open Play,Off T,Normal,,,,,,,113.1,50.1,120.0,45.0,0.8,1.0
2,45,14,From Counter,Barcelona,Arturo Erasmo Vidal Pardo,,Left Foot,Open Play,Saved,Normal,,,,,,,101.4,24.6,117.3,39.1,0.2,1.0
2,47,33,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Off T,Normal,,,,,,,100.4,39.1,120.0,34.9,0.2,1.0
2,50,10,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Blocked,Normal,,,,,,,108.1,29.3,111.6,31.6,,2.0
2,50,30,From Corner,Barcelona,Sergio Busquets i Burgos,,Head,Open Play,Off T,Normal,,,,True,,,116.1,34.4,120.0,38.9,4.1,1.0
2,54,48,Regular Play,Real Betis,Giovani Lo Celso,,Left Foot,Open Play,Saved,Normal,,,,,,,93.8,39.8,117.3,40.1,1.9,1.0
2,56,36,From Free Kick,Barcelona,Sergi Roberto Carnicer,1.0,Right Foot,Open Play,Off T,Normal,True,,,,,,104.6,54.8,120.0,53.8,6.2,5.0
2,57,17,Regular Play,Barcelona,Luis Alberto Suárez Díaz,,Right Foot,Open Play,Off T,Normal,True,,,,,,105.6,50.7,120.0,44.7,0.2,1.0
2,59,37,From Free Kick,Real Betis,Giovani Lo Celso,,Left Foot,Open Play,Off T,Normal,True,,,,,,103.3,32.3,120.0,33.2,5.4,1.0
2,63,36,From Free Kick,Real Betis,Cristian Tello Herrera,1.0,Right Foot,Open Play,Blocked,Normal,,,,,,,114.1,53.0,115.2,51.0,,1.0
2,67,17,Other,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Penalty,Goal,Normal,,,,,,,108.1,40.1,120.0,43.4,2.1,0.0
2,69,24,From Free Kick,Barcelona,Carles Aleña Castillo,,Left Foot,Open Play,Blocked,Normal,,,,,,,92.3,41.0,103.4,42.2,,2.0
2,70,42,From Goal Kick,Real Betis,Giovani Lo Celso,,Right Foot,Open Play,Goal,Normal,,,,,,,107.7,52.7,120.0,37.4,2.2,1.0
2,73,41,From Free Kick,Real Betis,Sergio Canales Madrazo,,Left Foot,Free Kick,Blocked,Normal,,,,,,,93.4,34.0,104.6,34.4,,3.0
2,78,54,Regular Play,Barcelona,Arturo Erasmo Vidal Pardo,,Right Foot,Open Play,Goal,Normal,True,,,,,,111.6,44.9,120.0,42.5,2.0,0.0
2,82,10,From Free Kick,Real Betis,Héctor Junior Firpo Adames,,Left Foot,Open Play,Saved,Lob,,,,,,,112.4,30.6,113.8,32.0,1.0,1.0
2,82,23,From Free Kick,Real Betis,Sergio Canales Madrazo,,Right Foot,Open Play,Goal,Normal,True,,,,,,113.7,37.6,120.0,40.8,0.2,1.0
2,88,6,From Corner,Barcelona,Gerard Piqué Bernabéu,,Head,Open Play,Off T,Diving Header,,,,,,,116.8,39.2,120.0,35.6,3.4,1.0
2,90,51,From Corner,Barcelona,Gerard Piqué Bernabéu,1.0,Head,Open Play,Off T,Normal,,,,,,,110.0,44.8,120.0,44.0,4.3,2.0
2,91,43,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Goal,Normal,True,,,,True,,118.1,37.3,120.0,37.7,0.2,0.0
1,16,20,Regular Play,Atlético Madrid,Thomas Lemar,,Left Foot,Open Play,Blocked,Normal,,,,,,,100.8,27.3,108.1,33.1,,2.0
1,37,28,From Corner,Barcelona,Arturo Erasmo Vidal Pardo,,Left Foot,Open Play,Blocked,Normal,True,,,,,,102.6,49.9,107.4,46.7,,3.0
1,39,59,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Free Kick,Off T,Normal,,,,,,,97.2,59.9,120.0,38.3,3.8,3.0
2,47,24,From Free Kick,Barcelona,Arthur Henrique Ramos de Oliveira Melo,,Right Foot,Open Play,Blocked,Half Volley,True,,,,,,100.5,36.1,109.7,36.9,,5.0
2,55,32,From Goal Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Blocked,Normal,,,,,,,91.5,50.4,94.0,48.9,,2.0
2,76,54,From Corner,Atlético Madrid,Diego da Silva Costa,1.0,Head,Open Play,Goal,Normal,,,,,,,118.5,32.2,120.0,37.0,1.9,1.0
2,81,12,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Free Kick,Saved,Normal,,,,,,,94.0,52.5,119.3,42.8,1.8,3.0
2,82,39,From Free Kick,Atlético Madrid,Antoine Griezmann,,Left Foot,Free Kick,Off T,Normal,,,,,,,97.6,53.5,120.0,42.7,3.5,5.0
2,86,45,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Free Kick,Blocked,Normal,,,,,,,91.9,41.2,100.1,41.9,,5.0
2,89,16,From Throw In,Barcelona,Ousmane Dembélé,,Left Foot,Open Play,Goal,Normal,,,,,,True,111.9,52.9,120.0,41.9,0.4,2.0
1,7,58,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Saved,Normal,,,,,,,97.0,45.9,118.0,37.5,0.5,2.0
1,11,37,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Free Kick,Blocked,Normal,,,,,,,92.0,34.0,103.1,34.8,,6.0
1,12,1,From Corner,Barcelona,Ousmane Dembélé,1.0,Right Foot,Open Play,Off T,Normal,,,,,,,95.6,44.0,120.0,46.5,3.3,4.0
1,12,45,From Goal Kick,Villarreal,Gerard Moreno Balaguero,,Left Foot,Open Play,Post,Normal,,,,True,,,114.0,46.7,120.0,44.1,0.5,1.0
1,12,50,From Goal Kick,Villarreal,Samuel Chimerenka Chukwueze,,Left Foot,Open Play,Blocked,Normal,,,,,,,110.8,56.3,112.0,53.7,,2.0
1,12,53,From Goal Kick,Villarreal,Mario Gaspar Pérez Martínez,1.0,Right Foot,Open Play,Saved,Normal,True,,,,,,104.0,51.8,118.1,42.8,0.30000000000000004,2.0
1,13,46,Regular Play,Villarreal,Samuel Chimerenka Chukwueze,,Left Foot,Open Play,Saved,Normal,,,,,,,100.1,51.1,116.5,43.7,0.4,2.0
1,16,26,Regular Play,Barcelona,Ivan Rakitić,,Right Foot,Open Play,Off T,Normal,True,,,,,,95.0,46.0,120.0,45.0,0.7000000000000001,1.0
1,22,38,Regular Play,Barcelona,Ousmane Dembélé,,Left Foot,Open Play,Saved,Normal,,,,,,,100.0,56.0,118.2,37.8,1.9,2.0
1,26,56,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Free Kick,Saved,Normal,,,,,,,92.8,33.5,118.8,36.8,1.6,3.0
1,30,24,Regular Play,Barcelona,Ousmane Dembélé,,Right Foot,Open Play,Blocked,Normal,,,,,,,108.4,47.3,114.5,42.3,,3.0
1,34,59,From Corner,Barcelona,Gerard Piqué Bernabéu,,Head,Open Play,Goal,Normal,,,,,,,112.7,36.4,120.0,43.7,1.6,1.0
1,38,1,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Saved,Normal,True,,,,,,112.9,29.1,118.2,35.8,0.30000000000000004,2.0
1,41,6,Regular Play,Villarreal,Gerard Moreno Balaguero,,Left Foot,Open Play,Blocked,Normal,,,,,,,105.3,54.4,111.8,46.7,,2.0
1,41,8,Regular Play,Villarreal,Mario Gaspar Pérez Martínez,,Right Foot,Open Play,Blocked,Normal,True,,,,,,107.5,47.2,111.1,46.0,,2.0
2,47,1,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Blocked,Normal,,,,,,,89.6,44.5,95.1,43.1,,4.0
2,53,33,Regular Play,Villarreal,Santiago Cáseres,,Right Foot,Open Play,Blocked,Normal,,,,,,,92.0,40.0,97.8,39.6,,2.0
2,61,46,From Free Kick,Villarreal,Santiago Cazorla González,1.0,Right Foot,Open Play,Off T,Normal,,,,,,,99.7,26.7,120.0,52.2,4.6,1.0
2,65,18,From Free Kick,Villarreal,Álvaro González Soberón,1.0,Head,Open Play,Blocked,Normal,,,,,,,107.2,42.7,108.1,42.6,,1.0
2,68,18,From Free Kick,Villarreal,Santiago Cazorla González,,Left Foot,Free Kick,Off T,Normal,,,,,,,95.0,52.0,120.0,41.6,3.8,3.0
2,75,41,From Throw In,Villarreal,Carlos Arturo Bacca Ahumada,,Right Foot,Open Play,Off T,Normal,,,,True,,,119.5,53.7,120.0,44.5,0.5,0.0
2,76,59,From Goal Kick,Barcelona,Philippe Coutinho Correia,,Right Foot,Open Play,Off T,Normal,,,,,,,95.1,34.1,120.0,48.6,1.6,2.0
2,81,45,From Corner,Barcelona,Sergio Busquets i Burgos,1.0,Head,Open Play,Blocked,Normal,,,,,,,112.2,49.1,112.6,48.4,,2.0
2,81,47,From Corner,Barcelona,Malcom Filipe Silva de Oliveira,,Head,Open Play,Off T,Normal,,,,,,,110.1,31.9,120.0,42.8,4.0,2.0
2,84,12,Regular Play,Villarreal,Mario Gaspar Pérez Martínez,,Right Foot,Open Play,Blocked,Normal,,,,,,,103.2,45.9,106.7,44.0,,1.0
2,86,3,From Counter,Barcelona,Carles Aleña Castillo,,Left Foot,Open Play,Goal,Lob,,,,True,,,104.1,47.1,120.0,36.8,1.3,1.0
2,90,49,From Free Kick,Barcelona,Jordi Alba Ramos,,Left Foot,Open Play,Wayward,Volley,True,,,,,,115.1,25.1,112.1,53.1,,1.0
2,91,21,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Saved,Normal,,,,,,,95.3,39.6,118.0,42.7,0.5,2.0
1,8,22,Regular Play,Espanyol,Borja Iglesias Quintas,,Right Foot,Open Play,Wayward,Normal,,,,True,,,101.9,49.9,120.0,15.6,,1.0
1,16,41,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Free Kick,Goal,Normal,,,,,,,92.9,42.9,120.0,43.7,2.3,4.0
1,20,34,Regular Play,Barcelona,Luis Alberto Suárez Díaz,,Left Foot,Open Play,Saved,Normal,True,,,,,,109.1,31.1,116.9,36.4,0.2,1.0
1,21,43,From Throw In,Espanyol,Víctor Sánchez Mata,1.0,Head,Open Play,Off T,Normal,,,,,,,114.2,33.4,120.0,35.2,1.6,1.0
1,25,25,Regular Play,Barcelona,Ousmane Dembélé,,Right Foot,Open Play,Goal,Normal,,,,,,,110.1,26.1,120.0,43.2,1.8,1.0
1,27,36,Regular Play,Espanyol,Sergi Darder Moll,,Right Foot,Open Play,Off T,Normal,,,,,,,94.0,53.0,120.0,43.0,5.3,3.0
1,30,33,From Corner,Espanyol,Hernán Arsenio Pérez González,,Head,Open Play,Blocked,Normal,,,,,,,116.8,29.7,118.6,34.6,,3.0
1,31,16,From Corner,Espanyol,Óscar Esau Duarte Gaitán,,Head,Open Play,Saved,Normal,,,,True,,,115.9,49.5,119.0,42.9,1.1,1.0
1,33,25,From Corner,Espanyol,David López Silva,,Head,Open Play,Off T,Normal,,,,,,,114.6,35.8,120.0,33.5,1.0,3.0
1,35,2,Regular Play,Barcelona,Luis Alberto Suárez Díaz,,Right Foot,Open Play,Post,Volley,True,,,,,,112.1,37.1,120.0,44.1,0.2,1.0
1,35,4,Regular Play,Barcelona,Arturo Erasmo Vidal Pardo,,Left Foot,Open Play,Blocked,Normal,True,,,,,,115.1,46.1,115.9,44.5,,1.0
1,35,47,From Corner,Barcelona,Jordi Alba Ramos,,Left Foot,Open Play,Blocked,Volley,True,,,,,,103.6,29.1,112.7,35.6,,2.0
1,36,39,Regular Play,Barcelona,Ivan Rakitić,,Head,Open Play,Saved,Normal,,,,,,,112.0,38.9,119.1,38.9,0.9,1.0
1,36,41,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Head,Open Play,Post,Normal,,,,,,,113.1,47.1,120.0,36.4,0.5,1.0
1,40,53,Regular Play,Espanyol,Hernán Arsenio Pérez González,,Head,Open Play,Off T,Normal,,,,,,,113.0,43.0,120.0,36.9,3.5,2.0
1,44,31,Regular Play,Barcelona,Luis Alberto Suárez Díaz,1.0,Left Foot,Open Play,Goal,Normal,,,,True,,,119.0,30.9,120.0,43.1,0.4,1.0
2,52,20,From Corner,Espanyol,Sergi Darder Moll,,Right Foot,Open Play,Wayward,Volley,True,,,,,,99.1,50.1,120.0,22.7,,4.0
2,55,13,From Free Kick,Barcelona,Luis Alberto Suárez Díaz,,Right Foot,Free Kick,Blocked,Normal,,,,,,,88.2,32.7,98.9,32.5,,2.0
